Rest_id,D_ID,D_type,volume,Maker,D_name,Price
133,22,cider,0.275,carlsberg,somersby,39
133,2,beer,0.5,carlsberg,tuborg classic,50
133,20,cider,0.275,smirnoff,smirnoff ice,39
133,6,beer,0.4,hancock,høker,60
134,20,cider,0.275,smirnoff,smirnoff ice,30
134,6,beer,0.5,hancock,høker,50
134,21,cider,0.275,cult,mokai,30
134,5,beer,0.4,diageo,guinness,60
134,23,cider,0.275,diageo,bacardi breezer,55
134,3,beer,0.5,carlsberg,blanc 1664,50
134,1,beer,0.5,carlsberg,carlsberg,40
135,3,beer,0.4,carlsberg,blanc 1664,40
135,5,beer,0.5,diageo,guinness,60
135,20,cider,0.275,smirnoff,smirnoff ice,30
136,23,cider,0.275,diageo,bacardi breezer,50
136,4,beer,0.5,carlsberg,tuborg,55
136,3,beer,0.5,carlsberg,blanc 1664,50
136,22,cider,0.275,carlsberg,somersby,45
136,20,cider,0.275,smirnoff,smirnoff ice,55
136,10,shot,0.02,underberg,underberg,35
137,6,beer,0.4,hancock,høker,60
137,4,beer,0.5,carlsberg,tuborg,45
138,22,cider,0.275,carlsberg,somersby,45
138,10,shot,0.02,underberg,underberg,25
138,6,beer,0.5,hancock,høker,55
138,2,beer,0.4,carlsberg,tuborg classic,55
138,23,cider,0.275,diageo,bacardi breezer,30
138,21,cider,0.275,cult,mokai,39
139,2,beer,0.4,carlsberg,tuborg classic,60
139,1,beer,0.4,carlsberg,carlsberg,50
139,6,beer,0.5,hancock,høker,50
140,21,cider,0.275,cult,mokai,30
140,5,beer,0.5,diageo,guinness,40
140,20,cider,0.275,smirnoff,smirnoff ice,55
140,22,cider,0.275,carlsberg,somersby,39
140,2,beer,0.4,carlsberg,tuborg classic,20
140,23,cider,0.275,diageo,bacardi breezer,45
140,3,beer,0.4,carlsberg,blanc 1664,50
141,1,beer,0.5,carlsberg,carlsberg,50
141,2,beer,0.5,carlsberg,tuborg classic,50
141,3,beer,0.5,carlsberg,blanc 1664,50
141,4,beer,0.5,carlsberg,tuborg,20
141,22,cider,0.275,carlsberg,somersby,55
141,20,cider,0.275,smirnoff,smirnoff ice,39
141,5,beer,0.4,diageo,guinness,65
142,22,cider,0.275,carlsberg,somersby,39
142,6,beer,0.4,hancock,høker,50
142,1,beer,0.4,carlsberg,carlsberg,50
142,21,cider,0.275,cult,mokai,50
142,23,cider,0.275,diageo,bacardi breezer,30
142,5,beer,0.5,diageo,guinness,40
143,5,beer,0.4,diageo,guinness,50
143,22,cider,0.275,carlsberg,somersby,30
143,20,cider,0.275,smirnoff,smirnoff ice,50
143,10,shot,0.02,underberg,underberg,35
143,4,beer,0.5,carlsberg,tuborg,40
143,21,cider,0.275,cult,mokai,50
144,23,cider,0.275,diageo,bacardi breezer,55
144,22,cider,0.275,carlsberg,somersby,30
144,10,shot,0.02,underberg,underberg,30
144,20,cider,0.275,smirnoff,smirnoff ice,39
144,6,beer,0.4,hancock,høker,55
144,2,beer,0.5,carlsberg,tuborg classic,45
145,2,beer,0.5,carlsberg,tuborg classic,60
145,3,beer,0.4,carlsberg,blanc 1664,50
145,5,beer,0.5,diageo,guinness,60
145,10,shot,0.02,underberg,underberg,35
146,2,beer,0.4,carlsberg,tuborg classic,60
146,1,beer,0.4,carlsberg,carlsberg,60
146,10,shot,0.02,underberg,underberg,30
147,6,beer,0.4,hancock,høker,65
147,20,cider,0.275,smirnoff,smirnoff ice,30
147,4,beer,0.4,carlsberg,tuborg,40
148,20,cider,0.275,smirnoff,smirnoff ice,50
148,6,beer,0.5,hancock,høker,40
148,3,beer,0.5,carlsberg,blanc 1664,40
148,2,beer,0.4,carlsberg,tuborg classic,60
148,23,cider,0.275,diageo,bacardi breezer,30
148,5,beer,0.4,diageo,guinness,50
149,1,beer,0.4,carlsberg,carlsberg,20
149,6,beer,0.5,hancock,høker,40
150,5,beer,0.5,diageo,guinness,50
150,2,beer,0.4,carlsberg,tuborg classic,50
150,4,beer,0.4,carlsberg,tuborg,50
150,23,cider,0.275,diageo,bacardi breezer,55
150,10,shot,0.02,underberg,underberg,25
150,3,beer,0.5,carlsberg,blanc 1664,65
151,5,beer,0.4,diageo,guinness,55
151,23,cider,0.275,diageo,bacardi breezer,50
151,22,cider,0.275,carlsberg,somersby,50
151,1,beer,0.4,carlsberg,carlsberg,20
152,6,beer,0.4,hancock,høker,50
152,10,shot,0.02,underberg,underberg,30
152,22,cider,0.275,carlsberg,somersby,55
152,5,beer,0.4,diageo,guinness,40
152,3,beer,0.5,carlsberg,blanc 1664,60
153,4,beer,0.4,carlsberg,tuborg,45
153,10,shot,0.02,underberg,underberg,30
153,1,beer,0.5,carlsberg,carlsberg,40
154,10,shot,0.02,underberg,underberg,30
154,2,beer,0.5,carlsberg,tuborg classic,60
154,5,beer,0.4,diageo,guinness,50
155,3,beer,0.4,carlsberg,blanc 1664,50
155,22,cider,0.275,carlsberg,somersby,50
155,4,beer,0.4,carlsberg,tuborg,50
155,20,cider,0.275,smirnoff,smirnoff ice,45
155,5,beer,0.5,diageo,guinness,40
156,1,beer,0.4,carlsberg,carlsberg,50
156,21,cider,0.275,cult,mokai,30
156,23,cider,0.275,diageo,bacardi breezer,55
157,1,beer,0.4,carlsberg,carlsberg,20
157,5,beer,0.5,diageo,guinness,60
157,3,beer,0.5,carlsberg,blanc 1664,55
157,21,cider,0.275,cult,mokai,50
158,1,beer,0.5,carlsberg,carlsberg,50
158,23,cider,0.275,diageo,bacardi breezer,45
159,10,shot,0.02,underberg,underberg,30
159,23,cider,0.275,diageo,bacardi breezer,45
159,20,cider,0.275,smirnoff,smirnoff ice,30
159,5,beer,0.5,diageo,guinness,40
159,1,beer,0.5,carlsberg,carlsberg,55
159,21,cider,0.275,cult,mokai,39
159,4,beer,0.5,carlsberg,tuborg,20
160,2,beer,0.4,carlsberg,tuborg classic,55
160,23,cider,0.275,diageo,bacardi breezer,50
161,20,cider,0.275,smirnoff,smirnoff ice,45
161,10,shot,0.02,underberg,underberg,30
161,1,beer,0.4,carlsberg,carlsberg,45
161,4,beer,0.4,carlsberg,tuborg,45
161,22,cider,0.275,carlsberg,somersby,39
161,6,beer,0.4,hancock,høker,50
162,3,beer,0.5,carlsberg,blanc 1664,60
162,6,beer,0.4,hancock,høker,55
162,10,shot,0.02,underberg,underberg,35
162,20,cider,0.275,smirnoff,smirnoff ice,30
162,4,beer,0.5,carlsberg,tuborg,55
162,21,cider,0.275,cult,mokai,45
162,23,cider,0.275,diageo,bacardi breezer,45
163,5,beer,0.4,diageo,guinness,55
163,22,cider,0.275,carlsberg,somersby,30
163,6,beer,0.5,hancock,høker,55
164,3,beer,0.5,carlsberg,blanc 1664,55
164,10,shot,0.02,underberg,underberg,35
164,6,beer,0.5,hancock,høker,50
164,23,cider,0.275,diageo,bacardi breezer,50
165,1,beer,0.4,carlsberg,carlsberg,40
165,5,beer,0.5,diageo,guinness,65
165,23,cider,0.275,diageo,bacardi breezer,45
165,2,beer,0.5,carlsberg,tuborg classic,60
165,20,cider,0.275,smirnoff,smirnoff ice,45
166,1,beer,0.5,carlsberg,carlsberg,55
166,23,cider,0.275,diageo,bacardi breezer,45
166,22,cider,0.275,carlsberg,somersby,39
167,4,beer,0.4,carlsberg,tuborg,60
167,10,shot,0.02,underberg,underberg,35
167,22,cider,0.275,carlsberg,somersby,55
167,3,beer,0.5,carlsberg,blanc 1664,40
167,23,cider,0.275,diageo,bacardi breezer,50
167,6,beer,0.5,hancock,høker,60
167,1,beer,0.4,carlsberg,carlsberg,45
168,21,cider,0.275,cult,mokai,55
168,10,shot,0.02,underberg,underberg,30
168,20,cider,0.275,smirnoff,smirnoff ice,55
168,4,beer,0.5,carlsberg,tuborg,45
168,6,beer,0.5,hancock,høker,40
169,22,cider,0.275,carlsberg,somersby,30
169,2,beer,0.5,carlsberg,tuborg classic,20
169,20,cider,0.275,smirnoff,smirnoff ice,50
170,21,cider,0.275,cult,mokai,39
170,2,beer,0.5,carlsberg,tuborg classic,20
170,20,cider,0.275,smirnoff,smirnoff ice,50
171,1,beer,0.5,carlsberg,carlsberg,60
171,6,beer,0.4,hancock,høker,60
171,10,shot,0.02,underberg,underberg,30
171,22,cider,0.275,carlsberg,somersby,45
172,5,beer,0.4,diageo,guinness,50
172,3,beer,0.5,carlsberg,blanc 1664,40
173,3,beer,0.4,carlsberg,blanc 1664,50
173,22,cider,0.275,carlsberg,somersby,55
173,23,cider,0.275,diageo,bacardi breezer,45
174,10,shot,0.02,underberg,underberg,30
174,2,beer,0.5,carlsberg,tuborg classic,55
175,4,beer,0.4,carlsberg,tuborg,55
175,23,cider,0.275,diageo,bacardi breezer,39
175,22,cider,0.275,carlsberg,somersby,30
175,1,beer,0.4,carlsberg,carlsberg,45
175,20,cider,0.275,smirnoff,smirnoff ice,55
175,21,cider,0.275,cult,mokai,55
176,10,shot,0.02,underberg,underberg,25
176,3,beer,0.4,carlsberg,blanc 1664,50
176,21,cider,0.275,cult,mokai,50
176,4,beer,0.4,carlsberg,tuborg,60
176,20,cider,0.275,smirnoff,smirnoff ice,39
176,22,cider,0.275,carlsberg,somersby,30
177,23,cider,0.275,diageo,bacardi breezer,45
177,4,beer,0.5,carlsberg,tuborg,45
177,5,beer,0.5,diageo,guinness,40
177,10,shot,0.02,underberg,underberg,25
178,23,cider,0.275,diageo,bacardi breezer,45
178,6,beer,0.5,hancock,høker,40
178,4,beer,0.4,carlsberg,tuborg,40
179,1,beer,0.4,carlsberg,carlsberg,55
179,6,beer,0.4,hancock,høker,55
179,5,beer,0.4,diageo,guinness,65
179,10,shot,0.02,underberg,underberg,30
179,4,beer,0.5,carlsberg,tuborg,55
179,23,cider,0.275,diageo,bacardi breezer,45
179,21,cider,0.275,cult,mokai,55
180,3,beer,0.5,carlsberg,blanc 1664,50
180,6,beer,0.5,hancock,høker,50
181,22,cider,0.275,carlsberg,somersby,50
181,5,beer,0.5,diageo,guinness,55
181,21,cider,0.275,cult,mokai,30
181,3,beer,0.5,carlsberg,blanc 1664,60
182,1,beer,0.4,carlsberg,carlsberg,50
182,3,beer,0.5,carlsberg,blanc 1664,60
182,22,cider,0.275,carlsberg,somersby,45
182,2,beer,0.5,carlsberg,tuborg classic,50
182,23,cider,0.275,diageo,bacardi breezer,55
183,23,cider,0.275,diageo,bacardi breezer,30
183,20,cider,0.275,smirnoff,smirnoff ice,39
183,10,shot,0.02,underberg,underberg,30
183,6,beer,0.5,hancock,høker,60
183,21,cider,0.275,cult,mokai,39
183,4,beer,0.5,carlsberg,tuborg,60
183,1,beer,0.4,carlsberg,carlsberg,20
184,6,beer,0.5,hancock,høker,50
184,2,beer,0.5,carlsberg,tuborg classic,60
184,21,cider,0.275,cult,mokai,30
184,5,beer,0.4,diageo,guinness,60
185,20,cider,0.275,smirnoff,smirnoff ice,39
185,3,beer,0.4,carlsberg,blanc 1664,60
185,2,beer,0.5,carlsberg,tuborg classic,50
185,23,cider,0.275,diageo,bacardi breezer,50
185,6,beer,0.5,hancock,høker,40
185,4,beer,0.4,carlsberg,tuborg,40
185,5,beer,0.4,diageo,guinness,60
186,5,beer,0.4,diageo,guinness,65
186,10,shot,0.02,underberg,underberg,30
187,1,beer,0.5,carlsberg,carlsberg,20
187,4,beer,0.4,carlsberg,tuborg,60
187,5,beer,0.5,diageo,guinness,55
188,2,beer,0.4,carlsberg,tuborg classic,55
188,23,cider,0.275,diageo,bacardi breezer,39
188,5,beer,0.5,diageo,guinness,40
189,3,beer,0.4,carlsberg,blanc 1664,50
189,5,beer,0.4,diageo,guinness,65
189,4,beer,0.4,carlsberg,tuborg,55
189,6,beer,0.5,hancock,høker,65
189,23,cider,0.275,diageo,bacardi breezer,30
190,2,beer,0.5,carlsberg,tuborg classic,40
190,6,beer,0.4,hancock,høker,40
190,22,cider,0.275,carlsberg,somersby,39
190,5,beer,0.4,diageo,guinness,40
191,2,beer,0.5,carlsberg,tuborg classic,20
191,20,cider,0.275,smirnoff,smirnoff ice,45
191,5,beer,0.5,diageo,guinness,40
191,22,cider,0.275,carlsberg,somersby,45
191,21,cider,0.275,cult,mokai,30
191,3,beer,0.4,carlsberg,blanc 1664,65
192,22,cider,0.275,carlsberg,somersby,39
192,3,beer,0.5,carlsberg,blanc 1664,40
192,10,shot,0.02,underberg,underberg,30
192,4,beer,0.5,carlsberg,tuborg,55
193,20,cider,0.275,smirnoff,smirnoff ice,30
193,5,beer,0.4,diageo,guinness,60
193,4,beer,0.5,carlsberg,tuborg,60
193,2,beer,0.4,carlsberg,tuborg classic,45
193,21,cider,0.275,cult,mokai,50
193,23,cider,0.275,diageo,bacardi breezer,45
194,1,beer,0.5,carlsberg,carlsberg,55
194,2,beer,0.5,carlsberg,tuborg classic,20
194,10,shot,0.02,underberg,underberg,25
194,6,beer,0.5,hancock,høker,65
194,23,cider,0.275,diageo,bacardi breezer,39
195,10,shot,0.02,underberg,underberg,35
195,2,beer,0.4,carlsberg,tuborg classic,40
195,1,beer,0.5,carlsberg,carlsberg,55
195,3,beer,0.5,carlsberg,blanc 1664,50
196,21,cider,0.275,cult,mokai,39
196,1,beer,0.5,carlsberg,carlsberg,45
196,5,beer,0.4,diageo,guinness,40
196,2,beer,0.4,carlsberg,tuborg classic,20
197,1,beer,0.4,carlsberg,carlsberg,45
197,4,beer,0.5,carlsberg,tuborg,55
197,5,beer,0.5,diageo,guinness,40
197,22,cider,0.275,carlsberg,somersby,55
198,2,beer,0.4,carlsberg,tuborg classic,20
198,20,cider,0.275,smirnoff,smirnoff ice,39
198,10,shot,0.02,underberg,underberg,35
198,1,beer,0.5,carlsberg,carlsberg,55
198,6,beer,0.4,hancock,høker,60
198,4,beer,0.4,carlsberg,tuborg,40
199,6,beer,0.5,hancock,høker,50
199,23,cider,0.275,diageo,bacardi breezer,30
199,22,cider,0.275,carlsberg,somersby,50
199,4,beer,0.5,carlsberg,tuborg,60
199,21,cider,0.275,cult,mokai,30
199,1,beer,0.4,carlsberg,carlsberg,40
199,5,beer,0.4,diageo,guinness,40
200,3,beer,0.5,carlsberg,blanc 1664,40
200,2,beer,0.5,carlsberg,tuborg classic,20
200,5,beer,0.4,diageo,guinness,60
200,21,cider,0.275,cult,mokai,45
200,10,shot,0.02,underberg,underberg,25
200,4,beer,0.5,carlsberg,tuborg,45
200,1,beer,0.5,carlsberg,carlsberg,50
201,5,beer,0.4,diageo,guinness,40
201,10,shot,0.02,underberg,underberg,30
202,1,beer,0.4,carlsberg,carlsberg,45
202,20,cider,0.275,smirnoff,smirnoff ice,45
202,4,beer,0.5,carlsberg,tuborg,20
202,6,beer,0.5,hancock,høker,55
202,3,beer,0.4,carlsberg,blanc 1664,65
202,2,beer,0.4,carlsberg,tuborg classic,40
202,22,cider,0.275,carlsberg,somersby,45
203,1,beer,0.5,carlsberg,carlsberg,40
203,22,cider,0.275,carlsberg,somersby,45
203,3,beer,0.4,carlsberg,blanc 1664,65
203,5,beer,0.5,diageo,guinness,55
203,6,beer,0.5,hancock,høker,65
203,20,cider,0.275,smirnoff,smirnoff ice,55
203,10,shot,0.02,underberg,underberg,25
204,4,beer,0.4,carlsberg,tuborg,40
204,23,cider,0.275,diageo,bacardi breezer,39
204,6,beer,0.4,hancock,høker,65
204,3,beer,0.5,carlsberg,blanc 1664,60
204,5,beer,0.4,diageo,guinness,40
205,21,cider,0.275,cult,mokai,30
205,3,beer,0.4,carlsberg,blanc 1664,50
205,4,beer,0.5,carlsberg,tuborg,55
206,3,beer,0.4,carlsberg,blanc 1664,60
206,1,beer,0.5,carlsberg,carlsberg,50
206,20,cider,0.275,smirnoff,smirnoff ice,55
207,1,beer,0.4,carlsberg,carlsberg,45
207,20,cider,0.275,smirnoff,smirnoff ice,39
207,6,beer,0.4,hancock,høker,50
208,6,beer,0.5,hancock,høker,55
208,5,beer,0.5,diageo,guinness,60
208,10,shot,0.02,underberg,underberg,35
208,20,cider,0.275,smirnoff,smirnoff ice,50
208,22,cider,0.275,carlsberg,somersby,55
209,1,beer,0.4,carlsberg,carlsberg,60
209,23,cider,0.275,diageo,bacardi breezer,39
209,2,beer,0.4,carlsberg,tuborg classic,55
209,21,cider,0.275,cult,mokai,30
209,6,beer,0.4,hancock,høker,40
210,5,beer,0.4,diageo,guinness,60
210,3,beer,0.4,carlsberg,blanc 1664,55
210,20,cider,0.275,smirnoff,smirnoff ice,55
210,2,beer,0.4,carlsberg,tuborg classic,55
210,6,beer,0.5,hancock,høker,65
210,21,cider,0.275,cult,mokai,30
211,3,beer,0.4,carlsberg,blanc 1664,40
211,2,beer,0.5,carlsberg,tuborg classic,55
211,22,cider,0.275,carlsberg,somersby,30
211,4,beer,0.5,carlsberg,tuborg,45
212,2,beer,0.4,carlsberg,tuborg classic,20
212,6,beer,0.5,hancock,høker,50
212,20,cider,0.275,smirnoff,smirnoff ice,30
213,10,shot,0.02,underberg,underberg,25
213,23,cider,0.275,diageo,bacardi breezer,30
213,2,beer,0.4,carlsberg,tuborg classic,45
213,20,cider,0.275,smirnoff,smirnoff ice,30
214,20,cider,0.275,smirnoff,smirnoff ice,45
214,2,beer,0.5,carlsberg,tuborg classic,50
214,1,beer,0.4,carlsberg,carlsberg,50
214,22,cider,0.275,carlsberg,somersby,50
214,4,beer,0.5,carlsberg,tuborg,20
214,21,cider,0.275,cult,mokai,30
214,3,beer,0.4,carlsberg,blanc 1664,40
215,1,beer,0.4,carlsberg,carlsberg,50
215,23,cider,0.275,diageo,bacardi breezer,55
215,4,beer,0.5,carlsberg,tuborg,40
215,6,beer,0.5,hancock,høker,50
216,3,beer,0.5,carlsberg,blanc 1664,55
216,22,cider,0.275,carlsberg,somersby,45
217,10,shot,0.02,underberg,underberg,35
217,23,cider,0.275,diageo,bacardi breezer,39
217,3,beer,0.4,carlsberg,blanc 1664,50
217,22,cider,0.275,carlsberg,somersby,55
217,6,beer,0.5,hancock,høker,40
217,20,cider,0.275,smirnoff,smirnoff ice,50
217,1,beer,0.4,carlsberg,carlsberg,55
218,6,beer,0.4,hancock,høker,60
218,22,cider,0.275,carlsberg,somersby,30
219,10,shot,0.02,underberg,underberg,25
219,20,cider,0.275,smirnoff,smirnoff ice,50
219,4,beer,0.4,carlsberg,tuborg,55
219,1,beer,0.4,carlsberg,carlsberg,40
219,2,beer,0.4,carlsberg,tuborg classic,55
219,22,cider,0.275,carlsberg,somersby,45
219,5,beer,0.5,diageo,guinness,55
220,3,beer,0.4,carlsberg,blanc 1664,55
220,20,cider,0.275,smirnoff,smirnoff ice,45
220,1,beer,0.4,carlsberg,carlsberg,20
220,23,cider,0.275,diageo,bacardi breezer,55
220,21,cider,0.275,cult,mokai,45
220,5,beer,0.5,diageo,guinness,50
220,6,beer,0.5,hancock,høker,50
221,23,cider,0.275,diageo,bacardi breezer,55
221,22,cider,0.275,carlsberg,somersby,55
221,2,beer,0.5,carlsberg,tuborg classic,60
221,5,beer,0.4,diageo,guinness,65
222,20,cider,0.275,smirnoff,smirnoff ice,55
222,4,beer,0.5,carlsberg,tuborg,55
222,6,beer,0.5,hancock,høker,50
223,21,cider,0.275,cult,mokai,30
223,22,cider,0.275,carlsberg,somersby,50
223,20,cider,0.275,smirnoff,smirnoff ice,39
223,2,beer,0.4,carlsberg,tuborg classic,60
223,4,beer,0.5,carlsberg,tuborg,55
224,5,beer,0.5,diageo,guinness,60
224,23,cider,0.275,diageo,bacardi breezer,39
224,20,cider,0.275,smirnoff,smirnoff ice,39
224,4,beer,0.4,carlsberg,tuborg,45
224,1,beer,0.5,carlsberg,carlsberg,50
224,10,shot,0.02,underberg,underberg,30
224,6,beer,0.4,hancock,høker,40
225,23,cider,0.275,diageo,bacardi breezer,55
225,4,beer,0.5,carlsberg,tuborg,45
225,5,beer,0.5,diageo,guinness,65
225,3,beer,0.5,carlsberg,blanc 1664,50
225,6,beer,0.4,hancock,høker,65
225,21,cider,0.275,cult,mokai,50
225,1,beer,0.4,carlsberg,carlsberg,40
226,20,cider,0.275,smirnoff,smirnoff ice,45
226,5,beer,0.5,diageo,guinness,60
226,1,beer,0.5,carlsberg,carlsberg,45
226,21,cider,0.275,cult,mokai,39
226,22,cider,0.275,carlsberg,somersby,45
226,3,beer,0.5,carlsberg,blanc 1664,60
227,20,cider,0.275,smirnoff,smirnoff ice,30
227,21,cider,0.275,cult,mokai,45
227,10,shot,0.02,underberg,underberg,30
227,5,beer,0.5,diageo,guinness,65
227,1,beer,0.5,carlsberg,carlsberg,45
227,23,cider,0.275,diageo,bacardi breezer,45
227,22,cider,0.275,carlsberg,somersby,50
228,6,beer,0.4,hancock,høker,60
228,3,beer,0.5,carlsberg,blanc 1664,60
228,21,cider,0.275,cult,mokai,55
228,22,cider,0.275,carlsberg,somersby,39
228,2,beer,0.4,carlsberg,tuborg classic,60
228,1,beer,0.4,carlsberg,carlsberg,45
229,10,shot,0.02,underberg,underberg,35
229,5,beer,0.5,diageo,guinness,55
229,1,beer,0.5,carlsberg,carlsberg,55
229,3,beer,0.5,carlsberg,blanc 1664,55
229,22,cider,0.275,carlsberg,somersby,45
229,23,cider,0.275,diageo,bacardi breezer,39
230,1,beer,0.4,carlsberg,carlsberg,60
230,4,beer,0.5,carlsberg,tuborg,45
230,3,beer,0.4,carlsberg,blanc 1664,55
230,21,cider,0.275,cult,mokai,45
230,2,beer,0.5,carlsberg,tuborg classic,45
230,5,beer,0.5,diageo,guinness,55
231,23,cider,0.275,diageo,bacardi breezer,50
231,5,beer,0.5,diageo,guinness,60
231,6,beer,0.5,hancock,høker,40
231,2,beer,0.4,carlsberg,tuborg classic,55
231,3,beer,0.5,carlsberg,blanc 1664,55
231,10,shot,0.02,underberg,underberg,30
232,5,beer,0.4,diageo,guinness,55
232,1,beer,0.4,carlsberg,carlsberg,45
232,23,cider,0.275,diageo,bacardi breezer,39
233,22,cider,0.275,carlsberg,somersby,30
233,10,shot,0.02,underberg,underberg,35
234,22,cider,0.275,carlsberg,somersby,30
234,1,beer,0.5,carlsberg,carlsberg,60
235,4,beer,0.5,carlsberg,tuborg,40
235,1,beer,0.5,carlsberg,carlsberg,45
235,23,cider,0.275,diageo,bacardi breezer,45
235,6,beer,0.4,hancock,høker,60
235,10,shot,0.02,underberg,underberg,30
236,10,shot,0.02,underberg,underberg,25
236,22,cider,0.275,carlsberg,somersby,55
236,20,cider,0.275,smirnoff,smirnoff ice,39
236,5,beer,0.4,diageo,guinness,65
237,3,beer,0.5,carlsberg,blanc 1664,60
237,2,beer,0.5,carlsberg,tuborg classic,50
237,4,beer,0.5,carlsberg,tuborg,20
237,5,beer,0.4,diageo,guinness,40
237,10,shot,0.02,underberg,underberg,35
238,6,beer,0.4,hancock,høker,60
238,5,beer,0.4,diageo,guinness,50
238,22,cider,0.275,carlsberg,somersby,30
239,10,shot,0.02,underberg,underberg,30
239,22,cider,0.275,carlsberg,somersby,30
239,21,cider,0.275,cult,mokai,50
239,3,beer,0.4,carlsberg,blanc 1664,60
239,4,beer,0.4,carlsberg,tuborg,20
240,3,beer,0.4,carlsberg,blanc 1664,60
240,5,beer,0.5,diageo,guinness,60
240,2,beer,0.5,carlsberg,tuborg classic,40
240,22,cider,0.275,carlsberg,somersby,39
240,20,cider,0.275,smirnoff,smirnoff ice,39
240,21,cider,0.275,cult,mokai,30
240,10,shot,0.02,underberg,underberg,30
241,20,cider,0.275,smirnoff,smirnoff ice,50
241,4,beer,0.5,carlsberg,tuborg,60
241,6,beer,0.4,hancock,høker,50
241,5,beer,0.4,diageo,guinness,50
242,23,cider,0.275,diageo,bacardi breezer,55
242,6,beer,0.4,hancock,høker,60
242,5,beer,0.5,diageo,guinness,55
242,3,beer,0.4,carlsberg,blanc 1664,40
242,10,shot,0.02,underberg,underberg,25
243,2,beer,0.4,carlsberg,tuborg classic,60
243,3,beer,0.4,carlsberg,blanc 1664,60
244,5,beer,0.4,diageo,guinness,60
244,20,cider,0.275,smirnoff,smirnoff ice,45
244,6,beer,0.5,hancock,høker,60
244,3,beer,0.5,carlsberg,blanc 1664,65
244,4,beer,0.4,carlsberg,tuborg,45
244,21,cider,0.275,cult,mokai,45
245,2,beer,0.4,carlsberg,tuborg classic,20
245,1,beer,0.4,carlsberg,carlsberg,45
245,6,beer,0.4,hancock,høker,65
245,5,beer,0.5,diageo,guinness,40
245,3,beer,0.5,carlsberg,blanc 1664,40
245,20,cider,0.275,smirnoff,smirnoff ice,45
246,20,cider,0.275,smirnoff,smirnoff ice,55
246,1,beer,0.5,carlsberg,carlsberg,55
246,2,beer,0.5,carlsberg,tuborg classic,60
247,5,beer,0.4,diageo,guinness,60
247,6,beer,0.5,hancock,høker,50
247,4,beer,0.4,carlsberg,tuborg,55
248,1,beer,0.4,carlsberg,carlsberg,55
248,4,beer,0.4,carlsberg,tuborg,40
248,22,cider,0.275,carlsberg,somersby,55
248,2,beer,0.4,carlsberg,tuborg classic,40
249,23,cider,0.275,diageo,bacardi breezer,50
249,5,beer,0.4,diageo,guinness,65
249,6,beer,0.4,hancock,høker,50
249,10,shot,0.02,underberg,underberg,25
250,5,beer,0.4,diageo,guinness,55
250,22,cider,0.275,carlsberg,somersby,55
250,6,beer,0.4,hancock,høker,60
251,10,shot,0.02,underberg,underberg,25
251,2,beer,0.4,carlsberg,tuborg classic,45
251,22,cider,0.275,carlsberg,somersby,55
251,6,beer,0.5,hancock,høker,50
251,4,beer,0.4,carlsberg,tuborg,55
252,21,cider,0.275,cult,mokai,50
252,22,cider,0.275,carlsberg,somersby,30
252,4,beer,0.4,carlsberg,tuborg,45
252,5,beer,0.5,diageo,guinness,50
252,2,beer,0.4,carlsberg,tuborg classic,55
253,6,beer,0.4,hancock,høker,65
253,4,beer,0.5,carlsberg,tuborg,50
254,10,shot,0.02,underberg,underberg,30
254,21,cider,0.275,cult,mokai,39
254,22,cider,0.275,carlsberg,somersby,45
254,1,beer,0.4,carlsberg,carlsberg,20
254,4,beer,0.4,carlsberg,tuborg,40
254,23,cider,0.275,diageo,bacardi breezer,55
254,6,beer,0.4,hancock,høker,55
255,1,beer,0.4,carlsberg,carlsberg,55
255,20,cider,0.275,smirnoff,smirnoff ice,50
256,5,beer,0.5,diageo,guinness,60
256,1,beer,0.4,carlsberg,carlsberg,40
256,10,shot,0.02,underberg,underberg,30
256,4,beer,0.4,carlsberg,tuborg,60
257,3,beer,0.5,carlsberg,blanc 1664,50
257,21,cider,0.275,cult,mokai,55
257,5,beer,0.5,diageo,guinness,65
257,2,beer,0.4,carlsberg,tuborg classic,55
258,10,shot,0.02,underberg,underberg,35
258,20,cider,0.275,smirnoff,smirnoff ice,39
258,6,beer,0.4,hancock,høker,65
259,20,cider,0.275,smirnoff,smirnoff ice,30
259,6,beer,0.5,hancock,høker,55
259,10,shot,0.02,underberg,underberg,30
259,1,beer,0.4,carlsberg,carlsberg,45
259,4,beer,0.5,carlsberg,tuborg,60
259,23,cider,0.275,diageo,bacardi breezer,30
260,5,beer,0.4,diageo,guinness,50
260,10,shot,0.02,underberg,underberg,25
260,21,cider,0.275,cult,mokai,39
260,4,beer,0.4,carlsberg,tuborg,40
260,1,beer,0.5,carlsberg,carlsberg,50
261,6,beer,0.4,hancock,høker,65
261,23,cider,0.275,diageo,bacardi breezer,50
261,20,cider,0.275,smirnoff,smirnoff ice,39
262,5,beer,0.4,diageo,guinness,65
262,6,beer,0.4,hancock,høker,55
262,3,beer,0.5,carlsberg,blanc 1664,50
262,1,beer,0.4,carlsberg,carlsberg,50
262,21,cider,0.275,cult,mokai,50
262,4,beer,0.5,carlsberg,tuborg,60
263,21,cider,0.275,cult,mokai,39
263,22,cider,0.275,carlsberg,somersby,55
263,10,shot,0.02,underberg,underberg,35
263,5,beer,0.5,diageo,guinness,50
263,1,beer,0.5,carlsberg,carlsberg,45
264,5,beer,0.4,diageo,guinness,55
